"","action_type","combined_shot_type","lat","loc_x","loc_y","lon","minutes_remaining","period","playoffs","season","seconds_remaining","shot_distance","shot_made_flag","shot_type","shot_zone_area","shot_zone_basic","shot_zone_range","opponent","shot_id"
"29649","Jump Shot","Jump Shot",33.8303,-120,214,-118.3898,9,1,1,"2010-11",37,24,"0","3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.","DAL",29649
"29650","Hook Shot","Hook Shot",34.0293,31,15,-118.2388,9,1,1,"2010-11",29,3,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","DAL",29650
"29651","Jump Shot","Jump Shot",33.8493,-171,195,-118.4408,8,1,1,"2010-11",32,25,"0","3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.","DAL",29651
"29652","Turnaround Jump Shot","Jump Shot",33.9123,-65,132,-118.3348,6,1,1,"2010-11",44,14,"0","2PT Field Goal","Center(C)","In The Paint (Non-RA)","8-16 ft.","DAL",29652
"29653","Turnaround Jump Shot","Jump Shot",34.0133,116,31,-118.1538,4,1,1,"2010-11",28,12,"1","2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.","DAL",29653
"29654","Jump Shot","Jump Shot",34.0133,24,31,-118.2458,4,1,1,"2010-11",0,3,"0","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","DAL",29654
"29655","Jump Shot","Jump Shot",33.8693,-84,175,-118.3538,2,1,1,"2010-11",23,19,"0","2PT Field Goal","Left Side Center(LC)","Mid-Range","16-24 ft.","DAL",29655
"29656","Jump Shot","Jump Shot",33.9583,62,86,-118.2078,4,2,1,"2010-11",48,10,"1","2PT Field Goal","Right Side(R)","In The Paint (Non-RA)","8-16 ft.","DAL",29656
"29658","Jump Shot","Jump Shot",33.9483,-105,96,-118.3748,2,2,1,"2010-11",57,14,"0","2PT Field Goal","Left Side(L)","Mid-Range","8-16 ft.","DAL",29658
"29660","Jump Shot","Jump Shot",33.9373,-111,107,-118.3808,8,3,1,"2010-11",11,15,"1","2PT Field Goal","Left Side(L)","Mid-Range","8-16 ft.","DAL",29660
"29661","Jump Shot","Jump Shot",34.0463,-122,-2,-118.3918,7,3,1,"2010-11",36,12,"0","2PT Field Goal","Left Side(L)","Mid-Range","8-16 ft.","DAL",29661
"29663","Jump Shot","Jump Shot",33.8413,31,203,-118.2388,3,3,1,"2010-11",51,20,"1","2PT Field Goal","Center(C)","Mid-Range","16-24 ft.","DAL",29663
"29664","Jump Shot","Jump Shot",33.8133,133,231,-118.1368,3,3,1,"2010-11",0,26,"1","3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.","DAL",29664
"29666","Jump Shot","Jump Shot",33.9733,-8,71,-118.2778,1,3,1,"2010-11",35,7,"0","2PT Field Goal","Center(C)","In The Paint (Non-RA)","Less Than 8 ft.","DAL",29666
"29667","Jump Shot","Jump Shot",33.7843,72,260,-118.1978,1,3,1,"2010-11",11,26,"1","3PT Field Goal","Center(C)","Above the Break 3","24+ ft.","DAL",29667
"29668","Jump Shot","Jump Shot",33.8283,159,216,-118.1108,0,3,1,"2010-11",54,26,"0","3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.","DAL",29668
"29669","Jump Shot","Jump Shot",33.8553,-84,189,-118.3538,6,4,1,"2010-11",0,20,"1","2PT Field Goal","Left Side Center(LC)","Mid-Range","16-24 ft.","DAL",29669
"29670","Jump Shot","Jump Shot",33.8133,95,231,-118.1748,4,4,1,"2010-11",30,24,"0","3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.","DAL",29670
"29671","Jump Shot","Jump Shot",33.9813,1,63,-118.2688,4,4,1,"2010-11",2,6,"0","2PT Field Goal","Center(C)","In The Paint (Non-RA)","Less Than 8 ft.","DAL",29671
"29672","Jump Shot","Jump Shot",33.9203,-119,124,-118.3888,3,4,1,"2010-11",33,17,"1","2PT Field Goal","Left Side Center(LC)","Mid-Range","16-24 ft.","DAL",29672
"29673","Jump Shot","Jump Shot",33.9663,173,78,-118.0968,2,4,1,"2010-11",42,18,"0","2PT Field Goal","Right Side(R)","Mid-Range","16-24 ft.","DAL",29673
"29674","Pullup Jump shot","Jump Shot",33.9773,80,67,-118.1898,1,4,1,"2010-11",0,10,"1","2PT Field Goal","Right Side(R)","In The Paint (Non-RA)","8-16 ft.","DAL",29674
"29675","Jump Shot","Jump Shot",33.8093,102,235,-118.1678,0,4,1,"2010-11",2,25,"0","3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.","DAL",29675
"29676","Turnaround Jump Shot","Jump Shot",34.0303,179,14,-118.0908,9,1,1,"2010-11",44,17,"1","2PT Field Goal","Right Side(R)","Mid-Range","16-24 ft.","DAL",29676
"29677","Jump Shot","Jump Shot",33.9293,77,115,-118.1928,9,1,1,"2010-11",18,13,"1","2PT Field Goal","Right Side(R)","In The Paint (Non-RA)","8-16 ft.","DAL",29677
"29678","Jump Shot","Jump Shot",33.8143,125,230,-118.1448,5,1,1,"2010-11",47,26,"0","3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.","DAL",29678
"29679","Jump Shot","Jump Shot",34.0413,187,3,-118.0828,2,1,1,"2010-11",5,18,"0","2PT Field Goal","Right Side(R)","Mid-Range","16-24 ft.","DAL",29679
"29680","Jump Shot","Jump Shot",33.9583,0,86,-118.2698,6,2,1,"2010-11",22,8,"1","2PT Field Goal","Center(C)","In The Paint (Non-RA)","8-16 ft.","DAL",29680
"29681","Jump Shot","Jump Shot",33.9123,154,132,-118.1158,5,2,1,"2010-11",47,20,"1","2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.","DAL",29681
"29682","Fadeaway Jump Shot","Jump Shot",33.9203,-82,124,-118.3518,5,2,1,"2010-11",18,14,"1","2PT Field Goal","Left Side(L)","Mid-Range","8-16 ft.","DAL",29682
"29683","Fadeaway Jump Shot","Jump Shot",33.9723,94,72,-118.1758,3,2,1,"2010-11",55,11,"1","2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.","DAL",29683
"29684","Jump Shot","Jump Shot",33.8843,81,160,-118.1888,1,2,1,"2010-11",19,17,"0","2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.","DAL",29684
"29685","Jump Shot","Jump Shot",34.0103,-133,34,-118.4028,1,2,1,"2010-11",10,13,"0","2PT Field Goal","Left Side(L)","Mid-Range","8-16 ft.","DAL",29685
"29686","Jump Shot","Jump Shot",33.8443,189,200,-118.0808,0,2,1,"2010-11",26,27,"0","3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.","DAL",29686
"29687","Layup Shot","Layup",34.0303,10,14,-118.2598,11,3,1,"2010-11",45,1,"0","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","DAL",29687
"29688","Jump Shot","Jump Shot",33.8983,65,146,-118.2048,5,3,1,"2010-11",19,15,"1","2PT Field Goal","Center(C)","Mid-Range","8-16 ft.","DAL",29688
"29689","Jump Shot","Jump Shot",33.8683,86,176,-118.1838,4,3,1,"2010-11",42,19,"0","2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.","DAL",29689
"29690","Jump Shot","Jump Shot",33.8743,-40,170,-118.3098,4,3,1,"2010-11",5,17,"1","2PT Field Goal","Center(C)","Mid-Range","16-24 ft.","DAL",29690
"29691","Jump Shot","Jump Shot",33.9203,70,124,-118.1998,3,3,1,"2010-11",19,14,"0","2PT Field Goal","Center(C)","In The Paint (Non-RA)","8-16 ft.","DAL",29691
"29692","Jump Shot","Jump Shot",33.8393,95,205,-118.1748,6,4,1,"2010-11",31,22,"0","2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.","DAL",29692
"29693","Jump Shot","Jump Shot",34.0433,-240,1,-118.5098,6,4,1,"2010-11",22,24,"0","3PT Field Goal","Left Side(L)","Left Corner 3","24+ ft.","DAL",29693
"29694","Jump Shot","Jump Shot",33.7733,15,271,-118.2548,2,4,1,"2010-11",43,27,"1","3PT Field Goal","Center(C)","Above the Break 3","24+ ft.","DAL",29694
"29695","Jump Shot","Jump Shot",33.7733,125,271,-118.1448,1,4,1,"2010-11",41,29,"0","3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.","DAL",29695
"29696","Jump Shot","Jump Shot",33.8983,-82,146,-118.3518,9,1,1,"2010-11",2,16,"1","2PT Field Goal","Left Side Center(LC)","Mid-Range","16-24 ft.","DAL",29696
"29697","Turnaround Jump Shot","Jump Shot",33.9173,-34,127,-118.3038,10,2,1,"2010-11",47,13,"1","2PT Field Goal","Center(C)","In The Paint (Non-RA)","8-16 ft.","DAL",29697
"29698","Turnaround Jump Shot","Jump Shot",33.9803,69,64,-118.2008,2,2,1,"2010-11",48,9,"1","2PT Field Goal","Right Side(R)","In The Paint (Non-RA)","8-16 ft.","DAL",29698
"29700","Jump Shot","Jump Shot",33.8743,91,170,-118.1788,11,3,1,"2010-11",21,19,"1","2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.","DAL",29700
"29701","Driving Layup Shot","Layup",34.0333,26,11,-118.2438,5,3,1,"2010-11",44,2,"0","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","DAL",29701
"29702","Turnaround Fadeaway shot","Jump Shot",34.0373,-138,7,-118.4078,3,3,1,"2010-11",32,13,"0","2PT Field Goal","Left Side(L)","Mid-Range","8-16 ft.","DAL",29702
"29703","Turnaround Fadeaway shot","Jump Shot",33.9773,-43,67,-118.3128,2,3,1,"2010-11",54,7,"0","2PT Field Goal","Center(C)","In The Paint (Non-RA)","Less Than 8 ft.","DAL",29703
"29704","Step Back Jump shot","Jump Shot",34.0273,141,17,-118.1288,0,3,1,"2010-11",41,14,"1","2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.","DAL",29704
"29705","Jump Shot","Jump Shot",33.8603,-103,184,-118.3728,0,3,1,"2010-11",2,21,"0","2PT Field Goal","Left Side Center(LC)","Mid-Range","16-24 ft.","DAL",29705
"29707","Turnaround Jump Shot","Jump Shot",33.9433,-146,101,-118.4158,4,4,1,"2010-11",33,17,"1","2PT Field Goal","Left Side(L)","Mid-Range","16-24 ft.","DAL",29707
"29708","Fadeaway Jump Shot","Jump Shot",33.8393,86,205,-118.1838,2,4,1,"2010-11",57,22,"0","2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.","DAL",29708
"29709","Jump Shot","Jump Shot",34.0383,228,6,-118.0418,0,4,1,"2010-11",15,22,"0","3PT Field Goal","Right Side(R)","Right Corner 3","24+ ft.","DAL",29709
"29710","Jump Shot","Jump Shot",33.8143,-160,230,-118.4298,0,4,1,"2010-11",12,28,"0","3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.","DAL",29710
"29711","Running Jump Shot","Jump Shot",33.8963,206,148,-118.0638,0,4,1,"2010-11",3,25,"0","3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.","DAL",29711
"29712","Turnaround Fadeaway shot","Jump Shot",33.9893,75,55,-118.1948,11,1,1,"2010-11",4,9,"1","2PT Field Goal","Right Side(R)","In The Paint (Non-RA)","8-16 ft.","DAL",29712
"29713","Jump Shot","Jump Shot",33.8083,80,236,-118.1898,10,1,1,"2010-11",24,24,"0","3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.","DAL",29713
"29714","Pullup Jump shot","Jump Shot",33.9433,2,101,-118.2678,8,1,1,"2010-11",26,10,"1","2PT Field Goal","Center(C)","In The Paint (Non-RA)","8-16 ft.","DAL",29714
"29718","Jump Shot","Jump Shot",33.8613,190,183,-118.0798,1,1,1,"2010-11",6,26,"0","3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.","DAL",29718
"29719","Fadeaway Bank shot","Jump Shot",34.0033,-67,41,-118.3368,1,1,1,"2010-11",0,7,"1","2PT Field Goal","Center(C)","In The Paint (Non-RA)","Less Than 8 ft.","DAL",29719
"29720","Fadeaway Jump Shot","Jump Shot",33.9883,100,56,-118.1698,9,2,1,"2010-11",47,11,"0","2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.","DAL",29720
"29722","Jump Shot","Jump Shot",33.9883,-75,56,-118.3448,6,2,1,"2010-11",18,9,"1","2PT Field Goal","Left Side(L)","In The Paint (Non-RA)","8-16 ft.","DAL",29722
"29723","Jump Shot","Jump Shot",34.0323,226,12,-118.0438,4,2,1,"2010-11",11,22,"0","3PT Field Goal","Right Side(R)","Right Corner 3","24+ ft.","DAL",29723
"29724","Jump Shot","Jump Shot",34.0683,171,-24,-118.0988,2,2,1,"2010-11",6,17,"0","2PT Field Goal","Right Side(R)","Mid-Range","16-24 ft.","DAL",29724
"29725","Jump Shot","Jump Shot",33.9013,-209,143,-118.4788,8,3,1,"2010-11",41,25,"0","3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.","DAL",29725
"29726","Driving Jump shot","Jump Shot",34.0143,20,30,-118.2498,7,3,1,"2010-11",50,3,"0","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","DAL",29726
"29727","Pullup Jump shot","Jump Shot",34.0033,95,41,-118.1748,4,3,1,"2010-11",46,10,"0","2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.","DAL",29727
"29728","Jump Shot","Jump Shot",33.7843,-35,260,-118.3048,7,4,1,"2010-11",59,26,"0","3PT Field Goal","Center(C)","Above the Break 3","24+ ft.","DAL",29728
"29729","Layup Shot","Layup",34.0463,20,-2,-118.2498,6,4,1,"2010-11",20,2,"0","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","DAL",29729
"29730","Jump Shot","Jump Shot",33.9373,-64,107,-118.3338,9,1,1,"2011-12",36,12,"0","2PT Field Goal","Left Side(L)","In The Paint (Non-RA)","8-16 ft.","DEN",29730
"29732","Reverse Layup Shot","Layup",34.0373,15,7,-118.2548,4,1,1,"2011-12",53,1,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","DEN",29732
"29733","Jump Shot","Jump Shot",33.8523,73,192,-118.1968,4,1,1,"2011-12",32,20,"0","2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.","DEN",29733
"29734","Jump Shot","Jump Shot",33.8883,-56,156,-118.3258,5,2,1,"2011-12",23,16,"0","2PT Field Goal","Left Side Center(LC)","Mid-Range","16-24 ft.","DEN",29734
"29736","Jump Shot","Jump Shot",33.8663,-26,178,-118.2958,2,2,1,"2011-12",40,17,"1","2PT Field Goal","Center(C)","Mid-Range","16-24 ft.","DEN",29736
"29737","Jump Shot","Jump Shot",33.8133,-160,231,-118.4298,1,2,1,"2011-12",55,28,"0","3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.","DEN",29737
"29738","Jump Shot","Jump Shot",33.8963,-41,148,-118.3108,1,2,1,"2011-12",32,15,"0","2PT Field Goal","Center(C)","Mid-Range","8-16 ft.","DEN",29738
"29740","Driving Layup Shot","Layup",34.0293,-10,15,-118.2798,10,3,1,"2011-12",27,1,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","DEN",29740
"29741","Jump Shot","Jump Shot",34.0523,198,-8,-118.0718,9,3,1,"2011-12",52,19,"0","2PT Field Goal","Right Side(R)","Mid-Range","16-24 ft.","DEN",29741
"29743","Jump Shot","Jump Shot",34.0033,10,41,-118.2598,4,3,1,"2011-12",30,4,"1","2PT Field Goal","Center(C)","In The Paint (Non-RA)","Less Than 8 ft.","DEN",29743
"29744","Jump Shot","Jump Shot",33.8653,83,179,-118.1868,3,3,1,"2011-12",43,19,"0","2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.","DEN",29744
"29745","Jump Shot","Jump Shot",33.9723,65,72,-118.2048,1,3,1,"2011-12",20,9,"0","2PT Field Goal","Right Side(R)","In The Paint (Non-RA)","8-16 ft.","DEN",29745
"29746","Layup Shot","Layup",34.0183,-5,26,-118.2748,7,4,1,"2011-12",7,2,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","DEN",29746
"29748","Jump Shot","Jump Shot",34.0033,4,41,-118.2658,6,4,1,"2011-12",25,4,"0","2PT Field Goal","Center(C)","In The Paint (Non-RA)","Less Than 8 ft.","DEN",29748
"29750","Turnaround Jump Shot","Jump Shot",33.9263,-119,118,-118.3888,5,4,1,"2011-12",29,16,"1","2PT Field Goal","Left Side Center(LC)","Mid-Range","16-24 ft.","DEN",29750
"29751","Hook Shot","Hook Shot",33.9943,2,50,-118.2678,4,4,1,"2011-12",51,5,"1","2PT Field Goal","Center(C)","In The Paint (Non-RA)","Less Than 8 ft.","DEN",29751
"29752","Jump Shot","Jump Shot",33.9043,-224,140,-118.4938,4,4,1,"2011-12",26,26,"0","3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.","DEN",29752
"29753","Layup Shot","Layup",34.0183,-4,26,-118.2738,2,4,1,"2011-12",38,2,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","DEN",29753
"29755","Fadeaway Jump Shot","Jump Shot",33.8573,61,187,-118.2088,7,1,1,"2011-12",51,19,"1","2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.","DEN",29755
"29756","Jump Shot","Jump Shot",33.9813,47,63,-118.2228,7,1,1,"2011-12",15,7,"0","2PT Field Goal","Center(C)","In The Paint (Non-RA)","Less Than 8 ft.","DEN",29756
"29757","Jump Shot","Jump Shot",33.9233,-78,121,-118.3478,5,1,1,"2011-12",49,14,"1","2PT Field Goal","Left Side(L)","In The Paint (Non-RA)","8-16 ft.","DEN",29757
"29758","Jump Shot","Jump Shot",33.8553,-75,189,-118.3448,4,1,1,"2011-12",3,20,"0","2PT Field Goal","Left Side Center(LC)","Mid-Range","16-24 ft.","DEN",29758
"29759","Jump Shot","Jump Shot",33.9623,113,82,-118.1568,1,1,1,"2011-12",44,13,"1","2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.","DEN",29759
"29760","Pullup Jump shot","Jump Shot",34.0413,157,3,-118.1128,1,1,1,"2011-12",11,15,"1","2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.","DEN",29760
"29761","Jump Shot","Jump Shot",33.8503,149,194,-118.1208,0,1,1,"2011-12",5,24,"1","3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.","DEN",29761
"29762","Jump Shot","Jump Shot",33.8383,-150,206,-118.4198,7,2,1,"2011-12",17,25,"0","3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.","DEN",29762
"29763","Jump Shot","Jump Shot",33.8963,138,148,-118.1318,6,2,1,"2011-12",41,20,"1","2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.","DEN",29763
"29764","Pullup Jump shot","Jump Shot",33.8573,89,187,-118.1808,6,2,1,"2011-12",5,20,"1","2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.","DEN",29764
"29765","Jump Shot","Jump Shot",33.8383,-92,206,-118.3618,5,2,1,"2011-12",12,22,"1","2PT Field Goal","Left Side Center(LC)","Mid-Range","16-24 ft.","DEN",29765
"29766","Reverse Layup Shot","Layup",34.0403,-18,4,-118.2878,11,3,1,"2011-12",25,1,"0","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","DEN",29766
"29767","Fadeaway Jump Shot","Jump Shot",33.9103,100,134,-118.1698,11,3,1,"2011-12",15,16,"1","2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.","DEN",29767
"29768","Slam Dunk Shot","Dunk",34.0353,6,9,-118.2638,10,3,1,"2011-12",16,1,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","DEN",29768
"29769","Jump Shot","Jump Shot",33.7983,141,246,-118.1288,8,3,1,"2011-12",27,28,"0","3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.","DEN",29769
"29770","Turnaround Jump Shot","Jump Shot",34.0383,-158,6,-118.4278,7,3,1,"2011-12",32,15,"1","2PT Field Goal","Left Side(L)","Mid-Range","8-16 ft.","DEN",29770
"29771","Finger Roll Layup Shot","Layup",34.0303,-10,14,-118.2798,4,3,1,"2011-12",27,1,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","DEN",29771
"29772","Fadeaway Jump Shot","Jump Shot",33.9613,-191,83,-118.4608,3,3,1,"2011-12",36,20,"0","2PT Field Goal","Left Side(L)","Mid-Range","16-24 ft.","DEN",29772
"29774","Driving Layup Shot","Layup",34.0353,9,9,-118.2608,0,3,1,"2011-12",51,1,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","DEN",29774
"29775","Jump Shot","Jump Shot",33.7433,167,301,-118.1028,0,3,1,"2011-12",1,34,"0","3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.","DEN",29775
"29776","Reverse Layup Shot","Layup",34.0413,-27,3,-118.2968,6,4,1,"2011-12",30,2,"0","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","DEN",29776
"29778","Jump Shot","Jump Shot",33.8313,-136,213,-118.4058,4,4,1,"2011-12",5,25,"1","3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.","DEN",29778
"29780","Jump Shot","Jump Shot",34.0213,-204,23,-118.4738,1,4,1,"2011-12",32,20,"0","2PT Field Goal","Left Side(L)","Mid-Range","16-24 ft.","DEN",29780
"29781","Layup Shot","Layup",34.0383,2,6,-118.2678,0,4,1,"2011-12",54,0,"0","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","DEN",29781
"29782","Jump Shot","Jump Shot",33.8603,-64,184,-118.3338,0,4,1,"2011-12",36,19,"0","2PT Field Goal","Left Side Center(LC)","Mid-Range","16-24 ft.","DEN",29782
"29784","Finger Roll Layup Shot","Layup",34.0403,-16,4,-118.2858,9,1,1,"2011-12",4,1,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","DEN",29784
"29785","Jump Shot","Jump Shot",33.8603,-32,184,-118.3018,5,1,1,"2011-12",56,18,"1","2PT Field Goal","Center(C)","Mid-Range","16-24 ft.","DEN",29785
"29787","Jump Shot","Jump Shot",34.0023,-196,42,-118.4658,2,1,1,"2011-12",28,20,"0","2PT Field Goal","Left Side(L)","Mid-Range","16-24 ft.","DEN",29787
"29788","Jump Shot","Jump Shot",33.7843,54,260,-118.2158,7,2,1,"2011-12",4,26,"1","3PT Field Goal","Center(C)","Above the Break 3","24+ ft.","DEN",29788
"29789","Jump Shot","Jump Shot",33.8573,34,187,-118.2358,6,2,1,"2011-12",16,19,"0","2PT Field Goal","Center(C)","Mid-Range","16-24 ft.","DEN",29789
"29790","Fadeaway Jump Shot","Jump Shot",33.9513,-134,93,-118.4038,5,2,1,"2011-12",49,16,"0","2PT Field Goal","Left Side(L)","Mid-Range","16-24 ft.","DEN",29790
"29791","Fadeaway Jump Shot","Jump Shot",34.0473,-231,-3,-118.5008,5,2,1,"2011-12",25,23,"1","3PT Field Goal","Left Side(L)","Left Corner 3","24+ ft.","DEN",29791
"29792","Jump Shot","Jump Shot",33.7863,-11,258,-118.2808,4,2,1,"2011-12",12,25,"0","3PT Field Goal","Center(C)","Above the Break 3","24+ ft.","DEN",29792
"29793","Turnaround Fadeaway shot","Jump Shot",33.9833,-108,61,-118.3778,1,2,1,"2011-12",52,12,"0","2PT Field Goal","Left Side(L)","Mid-Range","8-16 ft.","DEN",29793
"29794","Jump Shot","Jump Shot",33.7813,21,263,-118.2488,0,2,1,"2011-12",3,26,"0","3PT Field Goal","Center(C)","Above the Break 3","24+ ft.","DEN",29794
"29795","Running Jump Shot","Jump Shot",33.9943,-2,50,-118.2718,11,3,1,"2011-12",15,5,"0","2PT Field Goal","Center(C)","In The Paint (Non-RA)","Less Than 8 ft.","DEN",29795
"29796","Jump Shot","Jump Shot",33.8843,-218,160,-118.4878,9,3,1,"2011-12",29,27,"0","3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.","DEN",29796
"29797","Driving Layup Shot","Layup",34.0273,-5,17,-118.2748,7,3,1,"2011-12",32,1,"0","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","DEN",29797
"29798","Jump Shot","Jump Shot",33.8383,165,206,-118.1048,7,3,1,"2011-12",22,26,"1","3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.","DEN",29798
"29799","Driving Layup Shot","Layup",34.0383,-10,6,-118.2798,3,3,1,"2011-12",59,1,"0","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","DEN",29799
"29800","Jump Shot","Jump Shot",33.9553,13,89,-118.2568,1,3,1,"2011-12",24,8,"0","2PT Field Goal","Center(C)","In The Paint (Non-RA)","8-16 ft.","DEN",29800
"29801","Jump Shot","Jump Shot",33.7863,-185,258,-118.4548,0,3,1,"2011-12",2,31,"0","3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.","DEN",29801
"29802","Fadeaway Jump Shot","Jump Shot",33.9973,237,47,-118.0328,6,4,1,"2011-12",40,24,"0","3PT Field Goal","Right Side(R)","Right Corner 3","24+ ft.","DEN",29802
"29803","Jump Shot","Jump Shot",33.8913,-204,153,-118.4738,3,4,1,"2011-12",12,25,"0","3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.","DEN",29803
"29804","Jump Shot","Jump Shot",33.7893,47,255,-118.2228,0,4,1,"2011-12",40,25,"0","3PT Field Goal","Center(C)","Above the Break 3","24+ ft.","DEN",29804
"29806","Jump Shot","Jump Shot",34.0133,12,31,-118.2578,11,1,1,"2011-12",9,3,"0","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","DEN",29806
